openalex_id,doi,title,publication_year,publication_date,type,cited_by_count,authors,institutions,countries,source,landing_page_url,is_open_access,abstract
https://openalex.org/W4318261990,https://doi.org/10.18779/csye.v6i2.590,"Habilidades blandas y habilidades duras, clave para la formación profesional integral",2022,2022-12-27,article,22,Máximo Abel Ramírez Chávez; Nelly Narcisa Manjarrez Fuentes,Universidad Técnica Estatal de Quevedo,EC,Ciencia Sociales y Económicas,https://doi.org/10.18779/csye.v6i2.590,True,"La sociedad experimenta cambios constantes que requieren de profesionales con capacidades de adaptación y toma decisiones para la resolución de problemas que se puedan presentar en su entorno, en ese sentido, el propósito del presente artículo es determinar cómo las habilidades blandas y habilidades duras son claves para la formación de profesionales integrales. La elaboración de la investigación se hizo por medio de la revisión documental del material disponible, para identificar cuáles son las habilidades blandas y habilidades duras; y, la importancia que tienen en la formación profesional del individuo, así como para sociedad. El aporte realizado fue proponer las habilidades blandas y habilidades duras como unidad curricular para la formación de profesionales integrales."
https://openalex.org/W2988860916,https://doi.org/10.33264/rpa.201901-07,La importancia de las habilidades blandas para la docencia universitaria en el contexto actual,2019,2019-10-25,article,31,Andrea Naranjo,Universidad Complutense de Madrid; UNESCO; Fundación para la Lucha contra las Enfermedades Neurológicas de la Infancia; Universidad UNIACC; Tecnologie Avanzate (Italy); Rede de Química e Tecnologia; Motiva (Finland); Universidad de Los Andes,ES; FR; AR; CL; IT; PT; FI; BO,Revista Pensamiento Académico,https://doi.org/10.33264/rpa.201901-07,True,"Este ensayo se enmarca dentro de una investigación realizada en la Universidad UNIACC como parte de los fondos concursables año 2018, para docentes en función de la mejora continua de la praxis académica. Mencionada investigación titulada Estudio Exploratorio sobre Percepciones de Estudiantes de Periodismo y Publicidad jornada diurna de UNIACC en relación a las claves del éxito del desempeño docente para el logro de aprendizajes significativos en el aula, tuvo como eje central reconocer las habilidades blandas que los estudiantes de la UNIACC perciben y valoran como fundamentales al momento de evaluarnos de manera positiva en el aula. Utilizando una metodología mixta se logró identificar 19 habilidades blandas que fueron bipartidas en habilidades sociales y de comunicación que nuestro rol óptimo como docente requiere."
https://openalex.org/W4292104172,https://doi.org/10.46498/reduipb.v26i2.1627,Escuela inteligente y el desarrollo de las habilidades blandas,2022,2022-08-16,article,19,Gilberto Aranguren Peraza,Libertador Experimental Pedagogical University,VE,Revista EDUCARE - UPEL-IPB - Segunda Nueva Etapa 2 0,https://doi.org/10.46498/reduipb.v26i2.1627,True,"El objetivo del artículo es analizar el alcance de las habilidades blandas en la consolidación de una escuela inteligente, en el marco de una Investigación Documental y reflexiva. La discusión se orienta mediante un modelo que considera fundamental el uso de las habilidades blandas para el aprendizaje y la formación del estudiantado, sostenidas en cuatro áreas de desarrollo educativo como lo son: la educación de la espiritualidad la educación emocional y la inteligencia emocional, la educación para las relaciones interpersonales y la comunicación y la educación para la construcción de proyectos de vida, aspiraciones y logro de metas. Una conclusión es que la escuela inteligente es el resultado de un sistema capaz de articular, de un modo planificado, sistemático y consolidado, competencias de desarrollo cognitivo y para la vida, mediante la puesta en práctica de habilidades duras (hard skills) y habilidades blandas (soft skills) en sus aulas de clases."
https://openalex.org/W3196302195,https://doi.org/10.26620/uniminuto.inclusion.8.2.2021.2749,Habilidades blandas en el contexto universitario y laboral,2021,2021-07-07,article,19,Jenny Andrea Romero González; Irina Nicole Granados; Sandra Lucía López Clavijo; Glenny María González Ruiz,Corporación Universitaria Minuto de Dios,CO,Inclusión & Desarrollo,https://doi.org/10.26620/uniminuto.inclusion.8.2.2021.2749,True,"Las habilidades blandas han ido tomando gran relevancia en el ámbito académico y laboral, debido a que estas se relacionan con mayores posibilidades de empleabilidad y éxito profesional. El presente artículo es una revisión documental de tipo panorámica sobre dichas habilidades en diferentes contextos, cuyo objetivo es identificar las principales investigaciones y sus abordajes en torno al campo educativo, sobre todo en el contexto universitario, y el laboral. Para ello se revisaron y analizaron treinta estudios sobre el tema, a partir de los cuales se encontraron algunas tendencias, como, por ejemplo, que la mayoría de ellos estaban escritos en idioma inglés; que en los años 2009 y 2012 fue donde más se publicaron documentos sobre el tema; que la metodología más utilizada fue la cuantitativa; que existen diversas denominaciones para este tipo de habilidades, entre otras tendencias. Frente a las posibles limitaciones, se encontró que el abordaje en Latinoamérica sobre estas habilidades ha sido escaso, así como las publicaciones en español; sin embargo, en la última década se ha despertado un fuerte interés por el tema, por ello se espera que aumente el número de investigaciones y publicaciones al respecto. Se concluye que es necesario fortalecer la instrucción en competencia blandas en el contexto universitario, puesto que estas complementan las competencias duras, lo que permite una formación integral de los estudiantes y mayores probabilidades de ingresar y mantenerse en el mundo laboral, dado que son también una necesidad en estos contextos organizacionales."
https://openalex.org/W2788858808,https://doi.org/10.61144/0718-9397.2016.137,Infusión de habilidades blandas en el currículo de la educación superior: Clave para el desarrollo de capital humano avanzado,2017,2017-09-04,article,35,Fernando Vera Millalén,Universidad de Aconcagua,CL,Revista Akadèmeia,https://doi.org/10.61144/0718-9397.2016.137,True,"El campo de la educación superior está bajo presión como nunca antes, ya que necesita preparar a los estudiantes para una participación activa en el mundo del trabajo. Hoy los empleadores buscan profesionales que demuestren habilidades blandas – cualidades personales que los transforman en colaboradores más adaptables, más proactivos, más resilientes y más responsables. El objetivo del presente artículo es abrir el debate en torno a la infusión de habilidades blandas en el currículo de las Instituciones de Educación Superior (IES) y su impacto en la futura inserción laboral de los egresados. Esto dice relación con las demandas del mercado laboral y el énfasis que actualmente se está dando al desarrollo de dichas habilidades socioemocionales. La metodología utilizada consistió en el análisis documental, confrontada con los puntos de vista del autor. El aporte dice relación la necesidad de infundir las habilidades blandas en el currículo e implementar estrategias metodológicas y evaluativas que mejoren las propuestas educativas. Se concluye con una síntesis, intentando explicar las relaciones entre los conceptos clave, con sus implicancias para la educación superior."
https://openalex.org/W4308911572,https://doi.org/10.23913/ride.v13i25.1348,Estrategias para el desarrollo de habilidades blandas a partir del aprendizaje basado en proyectos y gamificación,2022,2022-11-10,article,23,María Elena Zepeda Hurtado; Jésica Alhelí Cortés Ruiz; Édgar Oliver Cardoso Espinosa,Instituto Politécnico Nacional,MX,RIDE Revista Iberoamericana para la Investigación y el Desarrollo Educativo,https://doi.org/10.23913/ride.v13i25.1348,True,"Este trabajo tuvo la intención de profundizar y verificar la eficacia de estrategias didácticas activas puestas en práctica en el aula para sortear algunos de los problemas a los que se enfrentan tanto el maestro como el alumno: la falta de interés, confusión en los contenidos, dificultad para trabajar en equipo y expresarse, comprender y aplicar los conocimientos de manera cotidiana y en diversos contextos. Por tanto, se presenta una propuesta de una práctica educativa que ha combinado dos estrategias didácticas: aprendizaje basado en proyectos (ABP) y la gamificación, ambas para fortalecer el aprendizaje activo. El objetivo de este estudio fue evaluar las habilidades blandas logradas en un grupo de 50 alumnos durante el semestre de agosto-diciembre de 2021, periodo de confinamiento, en el que se implementó de manera virtual la gamificación y el ABP en la unidad de aprendizaje de Expresión Oral y Escrita I del nivel medio superior del Instituto Politécnico Nacional (IPN). La metodología está basada en el enfoque cuantitativo con un alcance descriptivo. La información se recopiló mediante un cuestionario, el cual fue organizado bajo una escala de Likert. Los resultados muestran que el empleo de estrategias activas y su combinación promueven el desarrollo de habilidades blandas, principalmente las interpersonales, de autocontrol y afrontamiento; en tanto las que representan un área de oportunidad son aquellas relacionadas con la toma de decisiones, pensamiento crítico y las comunicativas. Asimismo, los resultados indican que se desarrollaron equilibradamente los conocimientos, valores y actitudes y se logró que relacionen los aprendizajes en múltiples espacios, al igual que el aprendizaje autónomo."
https://openalex.org/W3023374648,https://doi.org/10.18041/2619-4244/dl.26.6193,Identificación de habilidades blandas en directivos Pymes de Barranquilla,2020,2020-03-01,article,12,Leandro Miguel Pérez Gómez; Claudia Patricia Villa Borrero; María José Montenegro Pertúz,Universidad Autónoma del Caribe,CO,Dictamen Libre,https://doi.org/10.18041/2619-4244/dl.26.6193,True,"El presente artículo permite analizar y comparar teorías y categorías de habilidades blandas y su desarrollo en los escenarios laborales, que facilite a los directivos de las Pymes de Barranquilla proponer las habilidades blandas más significativas en el sector empresarial. Este estudio establecido bajo un enfoque cualitativo, evidenció el análisis de las diferentes teorías generadas alrededor del tema, una secuencia que conllevan a analizar y categorizarlas teniendo en cuenta la investigación en fuentes secundarias y con un diseño de investigación transversal. Los resultados obtenidos proponen la clasificación de habilidades en cinco categorías: pensamiento complejo, técnicas requeridas para el cargo, personales, de relacionamiento grupal-social y para la dirección de grupo o equipo de trabajo. Esta investigación permite concluir que las habilidades blandas o socioemocionales tienen una relación directamente proporcional con la gestión gerencial; su aprendizaje se debe impartir desde la educación básica primaria, potencializando lo trabajado en los currículos universitarios."
https://openalex.org/W3118131363,https://doi.org/10.35383/educare.v8i2.470,Énfasis en la formación de habilidades blandas en mejora de los aprendizajes,2020,2020-12-30,article,16,Silvia Josefina Aguinaga Vásquez; Segundo Juan Sánchez Tarrillo,Consolidated Precision Products (Poland),PL,EDUCARE ET COMUNICARE Revista de investigación de la Facultad de Humanidades,https://doi.org/10.35383/educare.v8i2.470,True,"El escenario actual presenta vertiginosos cambios, que desde luego invita a no perder de vista a la escuela y particularmente a la institución mater como la universidad, con el fin de observar en principio, si éstas conjuntamente están formando o no las habilidades y competencias para desempeñarse en una sociedad tan desemejante como la nuestra. En este mismo escenario, existe una ardua tarea de investigadores y publicaciones que inciden y le ponen énfasis al desarrollo de habilidades blandas. Frente a ello, el objetivo del presente artículo de revisión es evaluar la calidad teórica y metodológica de las publicaciones a través del estudio selectivo y crítico de lo que los autores argumentan sobre formación de habilidades blandas, llamadas también habilidades socioemocionales, en mejora de los aprendizajes, a partir del análisis de las fuentes primarias, secundarias y terciarias como artículos, informes, programas y libros. Metodológicamente por su naturaleza es una investigación de revisión descriptiva correlacional y se centra particularmente, en la revisión de artículos científicos originales, tesis e informes, recurriendo al método deductivo e inductivo, empleando el análisis y meta-análisis. La revisión se realizó considerando el criterio de selección, el criterio de inclusión y exclusión, el criterio temporal y el de búsqueda de información objetiva en revistas indexadas. Finalmente, se concluye que las diversas publicaciones sobre habilidades blandas, desde el nivel cualitativo, cuantitativo y mixto presentan un profundo análisis de las variables de estudio tanto en teoría como en la metodología, evidenciándose el uso de técnicas e instrumentos en cada una de las investigaciones y cuyos resultados determinan que el desarrollo de habilidades blandas contribuye de modo significativo en el aprendizaje."
https://openalex.org/W3168712027,https://doi.org/10.4067/s0718-50062021000300065,Relación entre la formación disciplinar y el ciclo profesional en el desarrollo de las habilidades blandas,2021,2021-06-01,article,17,Luis Miguel Medrano Moreno; Yudy Quintero-Pulgar,Corporación Universitaria Minuto de Dios,CO,Formación universitaria,https://doi.org/10.4067/s0718-50062021000300065,True,"Resumen: Los objetivos de esta investigación son comparar el desarrollo de habilidades blandas en diferentes momentos del proceso formativo e identificar la relación entre la etapa de formación y la adquisición de habilidades en estudiantes de tres programas universitarios. La formación de habilidades blandas es relevante en escenarios académicos y laborales. Se utilizó un diseño descriptivo-correlacional de corte transversal; la muestra estuvo conformada por 116 estudiantes. Para determinar las habilidades blandas se aplicó la prueba CompeTEA y un ejercicio de observación. Los resultados indican que no existen diferencias estadísticamente significativas en habilidades blandas en relación con el ciclo profesional y la formación disciplinar. Se concluye que es necesario realizar un análisis crítico al interior de las instituciones educativas, que favorezca la armonización curricular o el diseño de programas de fortalecimiento y desarrollo de habilidades blandas, que en últimas da cuenta de la necesidad de una reforma al sistema educativo para una formación integral."
https://openalex.org/W3191457457,https://doi.org/10.52248/eb.vol1iss02.27,Las Habilidades Blandas Factor Clave Para El Desempeño De Los Ingenieros,2021,2021-07-28,article,12,Rubén Gómez Sánchez Soto,National University of Engineering,PE,Revista Científica BIOTECH AND ENGINEERING,https://doi.org/10.52248/eb.vol1iss02.27,True,"El trabajo analizó los impactos de la no consideración de las habilidades blandas en los programas de formación de los nuevos ingenieros.&#x0D; El diseño de la investigación fue cualitativo y correlacional teniendo como objetivo determinar la correlación de la no consideración de las diferentes habilidades blandas en el desempeño de los ingenieros, en sus diferentes facetas de trabajo.&#x0D; Según James Albert Michener: ""Los científicos sueñan con hacer grandes cosas; los ingenieros simplemente las hacen"" (Tribuno, 2020). La investigación se inició evaluando el rol de la ingeniería en la sociedad.&#x0D; A continuación, se analizó la definición de las habilidades blandas y sus aplicaciones, la necesidad de éstas en la formación de los ingenieros, el rol de éstas en el ejercicio de la gestión de proyectos, y finalmente su función en el desempeño gerencial de los ingenieros. Estas son las diferentes facetas en las cuales los ingenieros desarrollan su ejercicio profesional.&#x0D; Según los resultados alcanzados la ingeniería es responsable de los avances de la sociedad, pero para responder a estos enormes retos se observó el rol de las habilidades blandas en su proceso de formación; ya que, cubriendo satisfactoriamente este reto, se podría responder mejor a los retos de la sociedad."
https://openalex.org/W3177429666,https://doi.org/10.46842/ipn.cien.v23n1a07,El desarrollo de habilidades blandas en la formación de ingenieros,2019,2019-06-01,article,11,María Elena Zepeda-Hurtado; Edgar Oliver Cardoso-Espinosa; Carmen Rey Benguría,Instituto Politécnico Nacional; Universidad de Ciego de Ávila,MX; CU,Científica,https://doi.org/10.46842/ipn.cien.v23n1a07,True,"Este artículo propone estrategias de enseñanza aprendizaje aplicables en el aula que propician la formación de alumnos del área de formación físico matemáticas, en concreto de las ingenierías, no exclusivo de ellas. El estudio de tipo teórico integra el análisis de las megatendencias, de los requerimientos de la industria 4.0 y de la empresa, estos dan origen y relacionan con los perfiles de egreso de nivel superior, el objetivo es conocer si los estudiantes están preparados para responder a los retos del futuro, si poseen las competencias y habilidades blandas que implican el manejo de información, la comunicación y el trabajo en equipo, a la vez habilidades que se relacionan con otras: analizar, sintetizar, expresión oral y escrita, el liderazgo, etc. Una vez que se identifican dentro de los perfiles de egreso de carreras de ingeniería se proponen estrategias didácticas que las promueven: lectura y el aprendizaje basado en problemas."
https://openalex.org/W2979430076,https://doi.org/10.23913/ride.v10i19.530,El aprendizaje orientado en proyectos para el desarrollo de habilidades blandas en el nivel medio superior del IPN,2019,2019-09-24,article,18,María Elena Zepeda Hurtado; Édgar Oliver Cardoso Espinosa; Jésica Alhelí Cortés Ruiz,Instituto Politécnico Nacional,MX,RIDE Revista Iberoamericana para la Investigación y el Desarrollo Educativo,https://doi.org/10.23913/ride.v10i19.530,True,"El objetivo de esta investigación fue desarrollar en estudiantes de nivel medio superior del Instituto Politécnico Nacional (IPN) habilidades blandas mediante la implementación de la metodología del aprendizaje orientado en proyectos. El tipo de estudio que se empleó fue una metodología cuantitativa con un alcance descriptivo. El instrumento que se utilizó para obtener la información fue un cuestionario basado en una escala Likert. La muestra del estudio estuvo constituida por el alumnado inscrito en el Centro de Estudios Científicos y Tecnológicos perteneciente al IPN. La distribución de la muestra con respecto al género fue de 67 % de hombres y 33 % mujeres. Los principales resultados fueron que los participantes reconocieron un desarrollo muy frecuente de sus habilidades blandas en cuatro rubros: interpersonales, toma de decisiones, pensamiento crítico y autocontrol, y habilidades comunicativas."
